Country,Area,Waterbody Type,Date,Ammonia (mg/l),Biochemical Oxygen Demand (mg/l),Dissolved Oxygen (mg/l),Orthophosphate (mg/l),pH (ph units),Temperature (cel),Nitrogen (mg/l),Nitrate (mg/l),CCME_Values,CCME_WQI
Canada,ES0912068,River,08-02-2019,0.2075,2.13333,8.56,0.1675,7.79,14.48,0.4,23.025,88.35102021084401,Good
Canada,ES014ESBT14-GW-0590,River,10-02-2019,0.05,2.0,1.029285714,0.05,7.79,13.3,0.4,1.9025,100.0,Excellent
Canada,ES0910211,River,11-02-2019,0.2,2.0,8.075,20.0,7.79,16.86666667,0.4,25.3875,43.53752553549328,Poor
Canada,ES100ESPF100040000,River,12-02-2019,20.0,2.13333,9.824,20.0,7.79,12.0,0.4,8.75,42.178660930386464,Poor
Canada,ES100ESPF110030000,River,13-02-2019,20.0,2.13333,9.084615385,20.0,7.79,18.35384615,0.4,28.7,42.178660930386464,Poor
Canada,ES030ESPFTA60207005,River,14-02-2019,0.1,2.0,8.569742424,0.16952381,7.79,20.15227273,0.4,0.45,88.24052611895556,Good
Canada,ES100ESBT08278-0009,River,15-02-2019,20.0,2.13333,9.824,0.061,7.79,10.5,0.4,135.5,50.84046383541014,Marginal
Canada,ES030ESPFTA68408002,River,16-02-2019,0.1,2.0,11.684103383014412,0.1,7.79,10.55,0.4,5.0,91.87448244207818,Good
Canada,ES064ESPFAA0000766,River,17-02-2019,0.13,2.3,9.55,0.05,7.79,17.775,0.4,3.575,100.0,Excellent
Canada,ES0910421,River,18-02-2019,0.15,2.13333,9.114285714,0.05,7.79,15.57142857,0.4,1.228571429,100.0,Excellent
Canada,ES030ESPFTA56004003,River,19-02-2019,0.178,2.0,8.908,0.86,7.79,14.662,0.4,15.9,66.14134052220692,Fair
Canada,ES030ESPFTA55905004,River,20-02-2019,18.198,2.13333,11.684103383014412,1.07,7.79,15.514,0.4,8.292,50.5724458856144,Marginal
Canada,ES110MSBT2006M2Q1,River,21-02-2019,0.67,2.13333,9.824,0.061,7.79,12.0,0.4,24.675,86.14998894140057,Good
Canada,ES030ESPFTA46104005,River,22-02-2019,0.11,2.0,8.284444444,0.15,7.79,10.40222222,0.4,5.0,89.30746921663365,Good
Canada,ES080ESPFES080-JU048,River,23-02-2019,0.05,2.0,10.2,0.05,7.79,14.75,0.4,4.111425,100.0,Excellent
Canada,ES100ESPF100092000,River,24-02-2019,20.0,2.13333,9.824,20.0,7.79,12.0,0.4,15.82727273,42.178660930386464,Poor
Canada,ES091ESBT210760001,River,25-02-2019,0.064,2.13333,9.824,20.0,7.79,12.0,0.4,30.0,43.53752553549328,Poor
Canada,ES0910176,River,26-02-2019,0.13,2.13333,10.16,0.05,7.79,15.72,0.4,23.15,100.0,Excellent
Canada,ES0911288,River,27-02-2019,2.07875,2.13333,9.55,0.36625,7.79,11.275,0.4,24.625,71.1088639624744,Fair
Canada,ES060ESPFMA112,River,28-02-2019,0.05,2.0,9.075,0.13525,7.79,18.88333333,0.4,1.0,90.10593596543866,Good
Canada,ES060ESPFMA083,River,01-03-2019,0.05,2.0,8.981818182,0.132272727,7.79,19.56363636,0.4,1.0,90.26490768629547,Good
Canada,ES064ESPFAA0000766,River,02-03-2019,0.8009375,2.0,8.836666667,0.061,7.79,18.60625,0.4,4.11625,85.89706954778859,Good
Canada,ES091ESBT251240011,River,03-03-2019,0.1,2.13333,9.824,0.061,7.79,15.95,0.4,103.9,84.90798851324959,Good
Canada,ES100ESPF050001000,River,04-03-2019,20.0,9.866666667,11.684103383014412,20.0,7.675,17.60783217,0.4,20.48333333,40.20827995912833,Poor
Canada,ES030ESPFTA46004004,River,05-03-2019,0.1,2.0,9.15,0.1,7.77778,6.9,0.4,5.0,91.87448244207818,Good
Canada,ES064ESPFAA0000736,River,06-03-2019,0.051333333,2.0,8.566666667,0.263,7.75833,13.5,0.4,1.0,83.41347296032536,Good
Canada,ES110MSBT1811M2Q5,River,07-03-2019,0.67,2.4575,6.2425,3.333333333,8.125,15.575,0.4,33.7,49.285130224720135,Marginal
Canada,ES080ESPFES080-JU194,River,08-03-2019,0.05,2.0,10.475,0.061,8.39167,16.9875,0.4,9.468875,93.11672543579722,Good
Canada,ES030ESPFTA46004001,River,09-03-2019,0.1,2.0,11.684103383014412,0.15,7.46667,19.33482143,0.4,5.0,89.30746921663365,Good
Canada,ES080ESPFES080-JU165,River,10-03-2019,0.05,2.0,9.7,0.05,7.79,16.5,0.4,5.575,100.0,Excellent
Canada,ES030ESPFTAAV579036,River,11-03-2019,0.05,2.0,8.175,0.065,7.34167,12.0,0.4,0.2675,93.05146954360416,Good
Canada,ES030ESPFTA43304002,Lake,12-03-2019,0.1,2.0,9.503777778,0.15,8.06667,12.0025,0.4,6.88,89.30746921663365,Good
Canada,ES0913044,River,13-03-2019,0.13,2.13333,9.525,0.175,7.46667,15.425,0.4,15.85,87.94208919951248,Good
Canada,ES0913006,River,14-03-2019,0.18875,2.13333,8.925,0.1875,7.97273,13.175,0.4,46.175,82.59701618993958,Good
Canada,ES060ESPFMA607,River,15-03-2019,0.071083333,2.0,8.766666667,0.196,8.00833,17.36666667,0.4,1.0,86.80978475490672,Good
Canada,ES060ESPFMA1413,River,16-03-2019,0.05,2.0,9.508333333,0.081,7.7,16.04166667,0.4,3.743333333,92.62810701211848,Good
Canada,ES064ESPFAA0000736,River,17-03-2019,0.178533333,2.0,9.73125,0.2546,7.375,11.6875,0.4,1.452666667,83.81813715339499,Good
Canada,ES080ESPFES080-JU180,River,18-03-2019,0.063583333,3.4275,11.684103383014412,0.05,8.18333,14.04166667,0.4,2.968333333,100.0,Excellent
Canada,ES030ESPFTA56802001,River,19-03-2019,0.1,2.0,8.842083333,0.15,8.1,15.12875,0.4,5.0,89.30746921663365,Good
Canada,ES030ESPFTA56201004,River,20-03-2019,0.1,2.25,8.789038462,0.15,8.1875,15.84279221,0.4,1.2,89.30746921663365,Good
Canada,ES070ESBTAB070016,River,21-03-2019,0.1,4.3,13.3,0.061,8.24167,16.0,0.4,11.0,93.11672543579722,Good
Canada,ES030ESPFTA70513001,River,22-03-2019,0.1,2.13333,9.8,0.1,7.45,8.55,0.4,5.0,91.87448244207818,Good
Canada,ES030ESPFTA70513001,River,23-03-2019,0.1,2.13333,9.273333333,0.303333333,7.77905,12.13,0.4,5.0,81.55823218075376,Good
Canada,ES030ESPFTA48803001,River,24-03-2019,0.1,2.0,8.113333333,0.15,7.65833,12.04333333,0.4,10.16333333,89.30746921663365,Good
Canada,ES0911260,River,25-03-2019,0.13,2.13333,8.9,0.08375,8.075,16.95,0.4,11.8,92.5332056644478,Good
Canada,ES030ESPFTA62312004,River,26-03-2019,0.176833333,3.238333333,8.561666667,0.465833333,7.94167,16.9,0.4,8.766666667,75.40538435037676,Fair
Canada,ES080ESPFES080-JU131,River,27-03-2019,0.05,2.0,9.733333333,0.061,7.93333,15.36666667,0.4,10.96666667,93.11672543579722,Good
Canada,ES080ESPFES080-JU055,River,28-03-2019,0.05,2.0,11.6,0.1575,7.50833,17.0,0.4,4.0,88.8977668650553,Good
Canada,ES0913026,River,29-03-2019,0.13,2.13333,8.92,0.065,7.50909,12.92,0.4,24.3,93.05146954360416,Good
Canada,ES0911234,River,30-03-2019,0.13,2.13333,10.38,0.05,7.41667,10.42,0.4,16.7,100.0,Excellent
Canada,ES0910179,River,31-03-2019,0.15,2.13333,11.684103383014412,0.1275,7.84375,14.575,0.4,3.416666667,90.5174185520973,Good
Canada,ES060ESPFMA115,River,01-04-2019,0.05,2.154166667,9.1,0.233083333,8.21111,19.05,0.4,1.0,84.88329565751256,Good
Canada,ES080ESPFES080-JU051,River,02-04-2019,0.05,2.0,10.4425,0.061,8.06667,16.975,0.4,5.433333333,93.11672543579722,Good
Canada,ES030ESPFTA56005001,River,03-04-2019,0.05,2.0,6.354615385,0.627333333,8.025,15.92307692,0.4,10.44,70.88126588797837,Fair
Canada,ES030ESPFTA62312004,River,04-04-2019,0.136666667,5.0,6.099346154,0.371111111,6.575,18.16694296,0.4,6.754444444,78.75321915908974,Fair
Canada,ES110MSBT2005M2Q1,River,05-04-2019,0.05,2.0,11.684103383014412,0.05,7.43333,13.0,0.4,10.0,100.0,Excellent
Canada,ES100ESPF010001000,River,06-04-2019,20.0,2.13333,9.824,20.0,8.04167,12.0,0.4,6.1,42.178660930386464,Poor
Canada,ES064ESPFAA0000741,River,07-04-2019,0.05,2.0,10.2,0.05,7.63846,9.6,0.4,1.0,100.0,Excellent
Canada,ES030ESPFTA62509003,River,08-04-2019,0.468,2.133333333,11.684103383014412,1.242,6.95833,13.61,0.4,5.0,60.99665847801919,Marginal
Canada,ES030ESPFTA56401001,River,09-04-2019,0.1,2.0,8.108333333,0.1,7.79,13.23333333,0.4,5.0,91.87448244207818,Good
Canada,ES110MSBT2005M2Q1,River,10-04-2019,0.67,3.671428571,9.824,0.148,8.15833,12.0,0.4,16.66666667,83.5248097212457,Good
Canada,ES110MSBT2002M2Q1,River,11-04-2019,0.67,2.13333,9.824,0.16,7.83917,12.0,0.4,19.65,83.0611512254137,Good
Canada,ES0910159,River,12-04-2019,0.13,2.13333,9.975,0.05,7.79,12.85,0.4,1.0,100.0,Excellent
Canada,ES070ESBTCA07000038,River,13-04-2019,0.1,2.0,9.824,0.3675,7.79,25.15,0.4,7.45,75.81572289522367,Fair
Canada,ES110MSBT2006M1Q1,River,14-04-2019,0.67,2.0,9.824,0.061,7.79,12.0,0.4,16.66666667,86.14998894140057,Good
Canada,ES0913015,River,15-04-2019,0.175,2.13333,9.4,0.5275,7.79,13.44,0.4,48.875,70.90667979637134,Fair
Canada,ES100ESPF200018000,River,16-04-2019,20.0,2.13333,9.824,20.0,7.79,12.0,0.4,41.5,42.178660930386464,Poor
Canada,ES030ESPFTA59909012,River,17-04-2019,0.1,2.0,11.684103383014412,0.15,7.79,16.41235294,0.4,5.0,89.30746921663365,Good
Canada,ES030ESPFTA59909010,River,18-04-2019,0.1,2.0,8.05,0.15,7.79,15.38444444,0.4,5.0,89.30746921663365,Good
Canada,ES080ESPFES080-JU061,River,19-04-2019,20.0,2.13333,10.10625,20.0,7.79,17.25,0.4,13.40833333,42.178660930386464,Poor
Canada,ES080ESPFES080-JU043,River,20-04-2019,0.055846154,5.0,9.664,0.498461538,7.79,18.16,0.4,18.92307692,74.38386528903159,Fair
Canada,ES030ESPFTA50905004,River,21-04-2019,0.221769231,2.0,8.020982906,0.15,7.79,15.46639676,0.4,0.833076923,89.30746921663365,Good
Canada,ES0910512,River,22-04-2019,0.15,2.13333,9.824,0.156363636,7.79,18.16363636,0.4,11.17272727,88.95990421241432,Good
Canada,ES091ESBT231040019,River,23-04-2019,0.1,2.13333,9.824,0.061,7.79,12.7,0.4,30.0,93.11672543579722,Good
Canada,ES064ESPFAA0000727,River,24-04-2019,0.05,2.0,6.93,0.05,7.79,11.8,0.4,1.0,100.0,Excellent
Canada,ES064ESPFAA0000744,River,25-04-2019,0.625,2.5,10.25,0.061,7.79,9.55,0.4,3.03,86.21843394152319,Good
Canada,ES030ESPFTA53801001,River,26-04-2019,0.1,2.0,11.684103383014412,0.1,7.79,12.15,0.4,5.0,91.87448244207818,Good
Canada,ES091ESBT211030008,River,27-04-2019,0.05,2.0,9.566666667,0.061,7.79,10.2,0.4,30.0,93.11672543579722,Good
Canada,ES040ESBT000400075,River,28-04-2019,0.1,5.0,9.824,0.257,7.79,13.75,0.4,33.5,83.7018738721607,Good
Canada,ES080ESPFES080-JU074,River,29-04-2019,0.134,6.65,5.640967366,0.15,7.79,17.73333333,0.4,0.644,83.88664116616087,Good
Canada,ES030ESPFTA62906004,River,30-04-2019,0.18875,2.575,9.2,0.5975,7.79,15.9,0.4,44.075,71.62450905776251,Fair
Canada,ES100ESPF045001000,River,01-05-2019,63.83636364,2.13333,9.824,20.0,7.79,12.0,0.4,5.0,41.93462913019848,Poor
Canada,ES0910096,River,02-05-2019,0.13,2.13333,10.0625,0.3125,7.79,14.7125,0.4,15.7375,81.1565451268726,Good
Canada,ES100ESPF040001000,River,03-05-2019,20.0,2.13333,9.824,0.2,7.79,12.0,0.4,10.89166667,53.07692186833528,Marginal
Canada,ES080ESPFES080-JU197,River,04-05-2019,0.120666667,2.0,11.684103383014412,0.36275,7.79,20.38333333,0.4,79.58333333,74.7098945864267,Fair
Canada,ES080ESPFES080-JU050,River,05-05-2019,0.103,2.0,11.684103383014412,0.191,7.79,19.53333333,0.4,17.90769231,87.0772035161149,Good
Canada,ES020ESPF004300666,River,06-05-2019,0.1,5.0,9.170769231,0.331666667,7.79,11.26923077,0.4,43.08333333,80.33978470167253,Good
Canada,ES091ESBT231020073,River,07-05-2019,0.1,3.383333333,11.684103383014412,0.05,7.79,15.35833333,0.4,30.0,100.0,Excellent
Canada,ES030ESPFTA70114001,River,08-05-2019,0.1,2.0,8.7,0.13,7.79,11.5,0.4,5.0,90.38554105450854,Good
Canada,ES020ESPF004300673,River,09-05-2019,0.1,5.0,9.025,2.564,7.79,9.383333333,0.4,27.03,52.89386495529276,Marginal
Canada,ES0913037,River,10-05-2019,0.15,2.13333,8.84,0.08875,7.79,17.8,0.4,16.925,92.34706900916122,Good
Canada,ES030ESPFTA56301003,River,11-05-2019,0.1,2.0,7.883846154,0.15,7.79,15.60923077,0.4,5.0,89.30746921663365,Good
Canada,ES110MSBT1811M1Q4,River,12-05-2019,0.67,2.0,11.684103383014412,0.05,7.79,13.25,0.4,38.575,93.01217770018296,Good
Canada,ES110MSBT1821M1Q4,River,13-05-2019,0.67,5.0,9.824,0.061,7.79,12.0,0.4,36.375,86.14998894140057,Good
Canada,ES030ESPFTA70114002,River,14-05-2019,0.1,2.0,8.642,0.178,7.79,13.932,0.4,5.0,87.77902645834365,Good
Canada,ES0910507,River,15-05-2019,0.15,2.13333,8.7,0.179545455,7.79,17.07272727,0.4,10.93636364,87.69516464156467,Good
Canada,ES0912102,River,16-05-2019,0.38,2.13333,9.66,0.29375,7.79,13.12,0.4,34.8,81.98598783410448,Good
Canada,ES0913014,River,17-05-2019,0.15,2.13333,9.741666667,0.05,7.79,15.95833333,0.4,1.45,100.0,Excellent
Canada,ES040ESPF000400093,Lake,18-05-2019,0.303333333,2.13333,8.52,0.873333333,7.79,15.0807268,0.4,36.66666667,65.91585167769851,Fair
Canada,ES070ESPFGUA2,River,19-05-2019,0.23,2.84,5.96,0.2,7.79,16.74285714,0.4,0.87,86.59700897114692,Good
Canada,ES091ESBT221040050,River,20-05-2019,0.1,2.0,9.975,0.1,7.79,10.525,0.4,15.0,91.87448244207818,Good
Canada,ES030ESPFTA48604001,River,21-05-2019,0.1,2.0,11.684103383014412,0.15,7.79,14.82279202,0.4,0.45,89.30746921663365,Good
Canada,ES070ESPFSEG10,River,22-05-2019,0.1,5.0,9.664615385,0.2,7.79,11.95384615,0.4,24.07666667,86.59700897114692,Good
Canada,ES040ESPF000400379,River,23-05-2019,0.5,10.0,11.684103383014412,2.5,7.79,15.67896444,0.4,2.2,51.54814279227892,Marginal
Canada,ES0912123,River,24-05-2019,0.15,2.13333,9.825,0.05,7.79,14.475,0.4,5.85,100.0,Excellent
Canada,ES0911430,River,25-05-2019,0.15,2.13333,10.0,0.16625,7.79,11.7,0.4,8.3,88.41930789135189,Good
Canada,ES030ESPFTA43404001,River,26-05-2019,0.195,2.0,11.684103383014412,0.3225,7.79,10.2,0.4,5.5,80.72654832625285,Good
Canada,ES030ESPFTA55210006,River,27-05-2019,0.164,2.0,8.92,0.403,7.79,12.14,0.4,5.0,77.55742482858568,Fair
Canada,ES030ESPFTA43204001,River,28-05-2019,0.1,2.0,8.65,0.1,7.79,10.575,0.4,5.0,91.87448244207818,Good
Canada,ES030ESPFTA55310004,River,29-05-2019,0.28,2.0,9.824,0.45125,7.79,12.0,0.4,5.0,75.88230675813284,Fair
Canada,ES030ESPFTA55310003,Lake,30-05-2019,0.1,2.0,11.684103383014412,0.15,7.79,14.8478836,0.4,0.45,89.30746921663365,Good
Canada,ES040ESPF000400419,River,31-05-2019,1.29,9.790909091,8.71875,0.061,7.79,11.51875,0.4,5.83682,77.38712929876266,Fair
Canada,ES020ESPF004300632,River,01-06-2019,0.1,5.0,9.354615385,0.2,7.79,11.83076923,0.4,46.41666667,82.08964853007754,Good
Canada,ES020ESPF004300665,River,02-06-2019,0.171142857,5.0,10.945,0.2,7.79,10.275,0.4,52.05714286,81.83952380228045,Good
Canada,ES070ESPFERO1,River,03-06-2019,0.15,10.0,9.7875,0.4,7.79,21.75,0.4,2.2,73.69819041001134,Fair
Canada,ES091ESBT210980044,River,04-06-2019,0.1,5.0,11.0,0.26,7.79,5.0,0.4,81.4,78.2218590468248,Fair
Canada,ES100ESPF100045000,River,05-06-2019,0.2,2.13333,9.824,0.2,7.79,12.0,0.4,5.0,86.59700897114692,Good
Canada,ES020ESPF004300659,River,06-06-2019,0.435,5.0,7.94,0.265,7.79,14.86666667,0.4,16.575,83.31805678349922,Good
Canada,ES030ESPFTA57311002,River,07-06-2019,0.1,2.0,8.47826087,0.1,7.79,18.5,0.4,5.0,91.87448244207818,Good
Canada,ES091ESBT210980217,River,08-06-2019,0.050000001,2.0,10.5250001,0.050000001,7.79,17.75,0.4,30.0,93.19566222876686,Good
Canada,ES030ESPFTA65808002,River,09-06-2019,0.198,9.0,5.972388889,0.224,7.79,18.58464286,0.4,5.0,80.20151530711746,Good
Canada,ES0910502,River,10-06-2019,0.13,2.13333,9.5,0.2925,7.79,14.85,0.4,7.35,82.04237608974569,Good
Canada,ES070ESPFSEG1,River,11-06-2019,0.1,2.0,9.824,0.2,7.79,12.0,0.4,0.705,86.59700897114692,Good
Canada,ES100ESPF200038000,River,12-06-2019,20.0,2.13333,9.824,20.0,7.79,12.0,0.4,11.525,42.178660930386464,Poor
Canada,ES0913018,Lake,13-06-2019,0.13,10.0,8.31297696,0.05,7.79,16.72851393,0.4,1.0,92.54794225843656,Good
Canada,ES030ESPFTA60502001,River,14-06-2019,4.458823529,2.0,9.824,0.534117647,7.79,12.0,0.4,20.78470588,63.07113643390117,Marginal
Canada,ES040ESPF000400409,River,15-06-2019,0.05,2.0,11.684103383014412,0.05,7.79,8.6,0.4,2.347356,100.0,Excellent
Canada,ES030ESPFTA55707009,River,16-06-2019,0.1,2.0,9.75,0.1,7.79,7.5,0.4,5.0,91.87448244207818,Good
Canada,ES110MSBT1821M1Q2,River,17-06-2019,0.67,2.0,8.98,0.69,7.79,12.34,0.4,38.8,66.89602540052078,Fair
Canada,ES0910001,River,18-06-2019,0.13,2.13333,9.5,0.075,7.79,14.225,0.4,95.4,84.75674812059171,Good
Canada,ES030ESPFTA55707005,River,19-06-2019,0.1,2.0,11.684103383014412,0.15,7.79,20.68363238,0.4,0.45,89.30746921663365,Good
Canada,ES100ESPF110003000,River,20-06-2019,0.2,2.13333,9.824,0.2,7.79,12.0,0.4,5.0,86.59700897114692,Good
Canada,ES030ESPFTA68112005,River,21-06-2019,0.1,2.0,11.684103383014412,0.1,7.79,16.24285714,0.4,5.0,91.87448244207818,Good
Canada,ES030ESPFTA55707007,River,22-06-2019,0.168125,2.5,8.2,0.2975,7.79,12.625,0.4,5.0,81.81764763733855,Good
Canada,ES0910120,River,23-06-2019,0.13,2.13333,9.342857143,0.267142857,7.79,14.27142857,0.4,7.442857143,83.21622344437633,Good
Canada,ES091ESBT241140025,River,24-06-2019,0.1,2.13333,9.824,0.061,7.79,15.39090909,0.4,30.0,93.11672543579722,Good
Canada,ES0910162,River,25-06-2019,0.13,2.13333,9.308333333,0.23125,7.79,15.85,0.4,9.7,84.97592358784999,Good
Canada,ES100ESPF110016000,River,26-06-2019,20.0,2.13333,7.424615385,20.0,7.79,17.07692308,0.4,29.61666667,42.178660930386464,Poor
Canada,ES0910001,River,27-06-2019,0.692857143,2.0,9.008333333,0.421428571,7.79,14.81666667,0.4,83.68571429,68.3220276777112,Fair
Canada,ES020ESPF004300651,River,28-06-2019,0.1,5.0,10.5,0.2,7.79,11.4,0.4,0.3,86.59700897114692,Good
Canada,ES060ESPFMA029,River,29-06-2019,0.05,4.08,10.15,0.05,7.79,13.0,0.4,2.805,100.0,Excellent
Canada,ES030ESPFTA55806001,River,30-06-2019,0.17,2.0,8.426,1.46,7.79,14.14,0.4,5.0,58.9305322355671,Marginal
Canada,ES0910208,River,01-07-2019,0.13,2.13333,9.175,0.1375,7.79,14.0,0.4,5.675,89.98517744911213,Good
Canada,ES100ESPF220011000,River,02-07-2019,20.0,2.13333,9.824,20.0,7.79,12.0,0.4,5.0,42.178660930386464,Poor
Canada,ES110MSBT1820M1Q2,River,03-07-2019,0.1,2.13333,9.546956522,0.061,7.79,16.0173913,0.4,65.65833333,86.04441424231102,Good
Canada,ES020ESPF004300465,River,04-07-2019,0.1,5.0,8.71,0.2,7.79,12.33333333,0.4,0.3,86.59700897114692,Good
Canada,ES020ESPF004300475,River,05-07-2019,0.1,5.0,9.92,0.2,7.79,13.53333333,0.4,5.05,86.59700897114692,Good
Canada,ES030ESPFTA56201003,River,06-07-2019,0.1,2.0,9.05,0.1,7.79,11.85,0.4,5.0,91.87448244207818,Good
Canada,ES100ESPF100059000,River,07-07-2019,0.2,2.13333,9.824,0.2,7.79,12.0,0.4,9.78,86.59700897114692,Good
Canada,ES030ESPFTA48405004,River,08-07-2019,0.1,2.0,11.684103383014412,0.162,7.79,15.11444444,0.4,5.0,88.65165122642075,Good
Canada,ES100ESPF100050000,River,09-07-2019,0.2,2.13333,9.824,0.2,7.79,12.0,0.4,5.0,86.59700897114692,Good
Canada,ES030ESPFTAM483010,River,10-07-2019,0.05,2.0,8.742777778,0.05,7.79,13.12611111,0.4,2.25,100.0,Excellent
Canada,ES060ESPFMA00MD0155,River,11-07-2019,6.385,17.705,11.684103383014412,2.21975,7.79,12.725,0.4,1.0,48.1043130515725,Marginal
Canada,ES030ESPFTA67514001,River,12-07-2019,0.1,2.0,7.176497326,0.355555556,7.79,16.93098485,0.4,5.0,79.36419972445711,Fair
Canada,ESC013007001,River,13-07-2019,0.2,2.13333,9.824,0.061,7.79,12.66,0.4,8.7,93.11672543579722,Good
Canada,ES100ESPF100065000,River,14-07-2019,20.0,2.13333,9.824,20.0,7.79,12.0,0.4,23.03636364,42.178660930386464,Poor
Canada,ES020ESPF004300642,River,15-07-2019,0.1,5.0,8.907692308,0.2,7.79,11.76923077,0.4,46.75,82.07488033752746,Good
Canada,ES100ESPF200031000,River,16-07-2019,20.0,2.0,8.615183287,20.0,7.79,18.0752349,0.4,66.34166667,40.20882589360821,Poor
Canada,ES040ESPF000400583,Lake,17-07-2019,20.0,2.13333,8.450816778,20.0,7.79,18.1802275,0.4,11.22222222,42.178660930386464,Poor
Canada,ES040ESPF000400410,River,18-07-2019,0.1,2.0,7.171826923,0.15,7.79,17.72410256,0.4,0.570769231,89.30746921663365,Good
Canada,ES040ESPF000400375,River,19-07-2019,1.29,2.0,9.552820513,0.061,7.79,15.79260728,0.4,13.44545455,84.4465388966085,Good
Canada,ES080ESPFES080-JU177,River,20-07-2019,0.046,2.0,7.286,0.061,7.79,17.45333333,0.4,4.0,93.11672543579722,Good
Canada,ES100ESPF100063000,River,21-07-2019,20.0,2.13333,9.824,0.2,7.79,12.0,0.4,18.85454545,53.07692186833528,Marginal
Canada,ES070ESPFSE0842B902,River,22-07-2019,0.1,10.0,9.042916667,0.2,7.79,17.05760969,0.4,3.109166667,80.82206602894782,Good
Canada,ES040ESBT000400068,River,23-07-2019,0.122,2.0,11.8,0.146,7.79,8.4,0.4,39.0,89.52530187832511,Good
Canada,ES064ESPFAA0000739,River,24-07-2019,0.128,2.0,10.25,0.061,7.79,13.75,0.4,2.37,93.11672543579722,Good
Canada,ES030ESPFTA57510009,Lake,25-07-2019,0.1,2.0,7.316474359,0.15,7.79,17.6222,0.4,5.0,89.30746921663365,Good
Canada,ES110MSBT1811M1Q2,River,26-07-2019,0.67,2.0,8.7375,0.079625,7.79,18.625,0.4,16.66666667,85.7687814595666,Good
Canada,ES064ESPFAA0000755,River,27-07-2019,0.3725,2.0,9.275,0.11375,7.79,18.85,0.4,1.0,91.22220130605538,Good
Canada,ES110MSBT1806M4T1,River,28-07-2019,0.67,2.0,8.275,0.1,7.79,12.225,0.4,16.66666667,85.20703271632061,Good
Canada,ES040ESPF000400393,River,29-07-2019,0.13,6.2,9.824,0.05375,7.79,12.0,0.4,2.075,86.38152374867735,Good
Canada,ESC013010002,River,30-07-2019,0.2,2.13333,9.824,0.061,7.79,11.63,0.4,5.0,93.11672543579722,Good
Canada,ES0910203,River,31-07-2019,0.13,2.13333,10.475,0.05,7.79,8.975,0.4,1.0,100.0,Excellent
Canada,ES060ESPFMA1423,River,01-08-2019,0.0885,2.205,9.5,0.08,7.79,14.2,0.4,3.575,92.66119662650438,Good
Canada,ES080ESPFES080-JU202,River,02-08-2019,0.115571429,5.0,9.5375,0.2,7.79,11.7625,0.4,42.94428571,86.59700897114692,Good
Canada,ES100ESPF200037000,River,03-08-2019,0.1,2.0,8.672996894,0.15,7.79,15.42882653,0.4,0.45,89.30746921663365,Good
Canada,ES110MSBT1817M1P1,River,04-08-2019,0.1,2.13333,8.714295858,0.061,7.79,15.42852747,0.4,16.66666667,93.11672543579722,Good
Canada,ES070ESPFSE0868BA07,River,05-08-2019,0.13875,2.0,9.17,0.2,7.79,19.68888889,0.4,2.01,86.59700897114692,Good
Canada,ES030ESPFTA57709001,River,06-08-2019,0.1,2.0,11.684103383014412,0.1,7.79,18.4125,0.4,5.0,91.87448244207818,Good
Canada,ES0910210,River,07-08-2019,0.15,2.13333,11.684103383014412,0.14,7.79,15.7,0.4,11.025,89.85046233665679,Good
Canada,ES110MSBT1820M3T1,River,08-08-2019,0.67,2.0,9.85,0.1215,7.79,21.375,0.4,30.3,84.4992049234398,Good
Canada,ES091ESBT251150030,River,09-08-2019,0.1,2.13333,9.824,0.061,7.79,15.76,0.4,30.0,93.11672543579722,Good
Canada,ES091ESBT251150060,River,10-08-2019,0.2,2.13333,9.824,0.061,7.79,15.14545455,0.4,30.0,93.11672543579722,Good
Canada,ES091ESBT251160035,River,11-08-2019,0.13,2.13333,9.824,0.061,7.79,16.24642857,0.4,30.0,93.11672543579722,Good
Canada,ES070ESPFQUI2,River,12-08-2019,0.1,2.0,8.321666667,0.04,7.79,14.33333333,0.4,52.50916667,93.1497396781946,Good
Canada,ES080ESPFES080-JU028,River,13-08-2019,0.4335,11.89090909,8.689090909,4.786666667,7.79,17.40454545,0.4,40.41666667,46.92124337290632,Marginal
Canada,ES070ESPFPLI1,River,14-08-2019,0.1,2.0,8.892777778,0.0563125,7.79,17.25555556,0.4,48.891875,86.35421171338835,Good
Canada,ES030ESPFTA68608001,River,15-08-2019,0.1,2.225,9.059086851,0.15,7.79,16.80844156,0.4,2.0,89.30746921663365,Good
Canada,ES063ESPFAA00000834,River,16-08-2019,0.05,2.0,10.4,0.061,7.79,12.75,0.4,1.0,93.11672543579722,Good
Canada,ES063ESPFAA00000846,River,17-08-2019,0.0695,2.0,8.8,0.445,7.79,15.15,0.4,1.0,76.09072841173503,Fair
Canada,ES060ESPFMA00MD0167,River,18-08-2019,0.05,2.0,8.6,0.05,7.79,11.8,0.4,1.0,100.0,Excellent
Canada,ES060ESPFMA615,Lake,19-08-2019,0.137666667,2.0,8.425,0.15325,7.79,22.475,0.4,1.0,89.13007292529896,Good
Canada,ES064ESPFAA0000732,River,20-08-2019,0.05275,3.52,9.225,3.175,7.79,18.3,0.4,1.0,51.087557075220445,Marginal
Canada,ES030ESPFTACC598226,River,21-08-2019,0.05,2.0,7.725,0.05,7.79,13.75,0.4,0.355,100.0,Excellent
